"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"2497",15.1997,1.8454,2.5943,5.7392,14.6115,18.6593,18.6593,0.069,0.0663,1.4295,0,0.1346,0,0.0373,0.0089,0.0298,0.0056,0.0265,0.0267,-0.0196,-0.0195,0.0904,-0.5342,-0.5342,0.0505,0.1197,0.0629,0.0051,-0.0635,-0.1678,0.0392,0.2219,0.0843,0.0882,0.1145,0.1075,-0.0055,0.3699,0.245,0,0,0.1058,0.0787,0.3042,0,-2.55506630909739
"1483",22.5336,3.0002,3.1132,0.3898,7.7291,13.0628,19.8088,0.0534,0.0447,0.328,0,0.1642,-1.3895,0.0248,-0.1485,0.0221,-0.2348,-0.2117,-0.2118,-0.0312,-0.0288,0.3125,-0.1855,-0.2623,0.0905,0.0217,0.0029,0,-0.0419,-0.0752,0.1098,-0.0324,-0.0195,0.092,0.0137,0.0012,0.1013,0.1093,0.1888,0.0146,0,-0.0155,-0.1453,0.9383,0,-20.9151997216912
"3439",0,1.5052,1.5052,0.8822,3.7398,4.4915,-43.3814,0.0789,-0.0378,1.3714,14.7684,0.1162,-2.9401,0.0153,0.1499,-0.0459,0.187,-0.0345,0.1,0.2335,0.006,0,0.1025,-4.442,0.0226,0.0265,-0.0231,0.0786,0.1326,-0.0055,0,-0.0798,0.0534,0.0868,0.1824,0.1002,0,0,0,0.2182,0.1145,0.0607,-0.0512,-0.0738,0.1894,-14.6067412720381
"826",0,2.6472,2.6472,0,0,-3.483,-3.3485,-0.1967,-0.2078,0,NA,-0.6854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.6666644414266
"1312",4.9974,0.4607,0,1.9656,12.9205,16.237,23.1609,-0.1068,0.1384,1.5401,0,-0.0505,-1.1264,0.4792,-0.1308,-0.0987,-2.7267,NA,NA,0.5871,-0.2966,0,0.7273,0.9026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0729,0,-0.002,-0.0735,-0.1889,0,-8.84148559542578
"2206",74.8546,3.4207,4.2363,6.5599,92.8039,56.5521,74.5943,0.0028,0.0119,0,194.5492,0.009,-0.0461,0.2626,-0.7972,-0.8648,-0.8196,-0.85,-0.8421,0.0969,0.0931,0,-0.5307,-0.5637,0.191,0.0961,0.1387,0,0.3939,0.1186,0,0,-0.3218,0.2463,0.8962,1.4176,0,0,0,0.4183,0.5871,0.9606,0.851,0,0.4279,26.379682990672
"2724",0,1.2255,1.5579,2.4421,19.2346,-20.7704,-19.9624,0.0591,-0.0362,0.607,0,0.0764,0.2922,0.0508,-0.0957,-0.0974,-0.1245,-0.1748,-0.1643,0.0631,0.0027,0,-1.2304,-1.1694,0.0969,0.4107,0.7112,0,0,0,0,0,0,-0.009,0.0324,0.1196,-1,0,0,0.1585,0,0.038,0.0478,0.9046,0,-2.58490807832057
"763",27.1905,3.9498,0,1.3259,9.5805,17.5089,28.945,0.0548,0.0371,0.3268,226.2889,0.22,-2.5384,0.0422,0.231,0.2626,0.286,0.3656,0.3389,-0.0568,-0.0401,0.1053,-0.2689,-0.4511,0.1078,0.0986,0.0869,0.0525,-0.0215,-0.0889,0.1763,0.1198,0.1136,0.0668,0.0435,0.0927,0.1335,0.1847,0.1187,0.3578,-0.0798,-0.0378,0.066,-0.1965,0,43.7105754360685
"1674",11.7262,1.5867,0,1.0774,12.27,14.2927,16.5109,0.0498,0.0862,0.6991,0,0.0799,-0.5424,0.1045,0.0577,0.0725,0.0178,0.0251,0.0256,-0.0074,-0.0094,0,-0.0205,-0.0062,0.133,0.0415,0.0783,0.2734,0.0511,0.1011,0.1991,0.071,0.0485,0.1709,0.0441,0.0854,0,0,0,0.2691,0,0.5841,0.064,7.7513,0,-11.3658979619498
"775",0,4.0573,6.0917,4.5855,0,-22.8115,-16.0341,-0.0306,-0.056,0.0306,8.7822,-0.1223,-0.3462,0.2718,-0.4592,-0.5022,-0.4143,-0.0893,-0.0893,0.2909,0.2909,0,-3.1363,-2.8231,-0.0901,0.017,-0.0029,0,0,0,0,0,0,0,0.3377,0.7149,0,0,0,0.2861,0.3958,0.415,0.4139,-0.3713,0.3839,13.4479259609329
"1632",0,1.1425,1.1873,4.8303,9.0985,-5.5232,-5.592,0.3982,-0.384,1.2975,35.4161,-0.1184,-0.1984,-0.3538,0.8597,0.9737,0.7614,0,0,10.3551,10.3551,0,-3.8999,-5.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3337,-0.5269,-0.0585,2.8798,-0.4222,0,-82.7701686402454
"1938",0,3.0712,3.1748,2.008,25.4784,-81.329,-43.517,0.0136,-0.0182,0,18.0014,0.0436,-0.0373,0.4163,1.3667,1.3562,1.3525,1.3333,1.3333,0.0022,0.0096,0,0.3109,0.4114,0.0768,0.0253,0.1027,0,0,0,0,-0.2774,0,0.7961,0.1465,-0.0606,0,0,0,1.4146,-0.1912,0.0364,0.0377,0,0,97.2789140655073
"1996",0,0.7388,0.7388,79.7946,192.64,-27.4308,-27.4308,0.0561,-0.2221,4.0909,0,0.0411,0,-0.6933,-0.8592,-0.8581,-0.7114,-0.7212,-0.7212,0.0447,0.0428,-0.1111,-0.4632,-0.4632,NA,0.3315,-0.2641,NA,0,0,NA,0,-0.2925,NA,0.1594,-0.0473,NA,0.3408,-0.1791,0.4201,0,0.2277,0.0101,0.2911,0,-15.1912285326651
"2973",6.4773,1.0198,1.0324,4.5893,28.3854,19.8966,22.2204,-0.1239,0.1544,NA,NA,NA,NA,-0.0776,-11.7282,-11.7282,-8.316,-8.5,-8.5,NA,NA,0,-2.0084,-2.0934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.0000028351827
"683",13.0331,1.464,3.8263,0.3283,5.5718,6.5082,9.6943,0.0496,0.0767,0.238,84.5122,0.07,-2.2548,-0.0971,-0.2242,-0.2539,-0.3661,-0.3564,-0.3598,0.0214,-0.0982,0,0.0356,0.0735,0.1036,0.1266,0.1398,0.0403,0.0204,0.2313,0.0468,-0.0104,-0.1226,0.1186,0.0874,0.1392,0,0,0,0.485,-0.2063,0.1761,-0.0403,9.097,0,4.36695656126618
"3621",0,2.2236,5.2134,1.6999,0,-7.7501,-6.8883,-0.3354,-0.1051,0,0,-0.6802,-0.105,0.3928,-1.9004,-0.2461,-1.832,0.7069,0.7069,8.647,8.647,0,-0.918,-0.9403,NA,NA,-0.3147,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0.4858,0,0.5207,1.1791,0,0.3724,-8.78980975290541
"2375",12.6137,NA,NA,NA,NA,NA,NA,0.1309,0.0462,0.5114,0,0.1345,-3.627,0.3161,2.1626,2.3112,4.7188,4.582,4.5051,-0.0638,0.1153,-0.0676,-0.0578,-0.2882,-0.0098,0.0848,0.1621,-0.0392,-0.0124,0.0835,-0.0584,0.2545,1.8661,-0.0621,-0.1168,-0.1188,-0.1024,-0.1364,-0.2237,0.11,0,0.0045,0.0343,0.0173,0,-61.6766684397766
"3428",0,1.403,1.203,1.6854,11.8571,10.0731,-85.7787,0.3649,-0.0111,0.1009,25.5831,0.5123,-0.2284,0.0693,-0.487,-0.3879,140.6295,76,76,NA,NA,0,0.1732,0.7352,-0.0458,0.0918,0.139,0,0,0,0,0,0,-0.1086,0.0345,0.1796,0,0,0,0.0033,-0.1847,0.9347,1.1273,0.6092,0,90.1234515210038
"1369",0,1.4185,1.5299,0.6412,15.4616,75.329,-38.6701,-0.0129,-0.05,1.3577,4.1189,-0.0151,-0.7094,0.116,-0.5332,-1.5913,-1.265,-1.275,-1.275,0.1292,0.1317,0,1.5845,0.6105,0.0161,0.1137,0.0962,0,-0.3547,-0.157,0,0,0,-0.0341,0.0374,0.0811,0,0,0,0.1466,0.1179,0.1671,0.1636,0.1689,0,-42.146017243993
"1306",0,1.0171,9.1405,1.4125,5.4933,8.3935,-352.9245,0.1044,-0.0043,0.6379,72.4751,0.1019,-2.1313,0.0709,0.1488,-0.1375,0.2229,0.1856,0.1771,0.0313,0.1063,0,0.113,-1.0551,0.1269,0.1187,0.1374,0.2646,0.1656,0.0307,0.1851,0.1529,0.1317,0.177,0.0823,0.132,0,0,0,0.0211,0.2765,0.0719,0.1404,-0.1048,0,0.301200010957744
"3086",7.1175,1.0762,1.0762,5.3955,27.6086,17.532,18.5342,0.0118,0.1405,0.664,0,0.0125,0.2375,0.0703,1.682,1.682,1.1908,1,1,7e-04,NA,0,-0.4899,-0.3474,NA,0.1214,0.0105,NA,-0.0695,-0.2975,NA,0,0,NA,0.0262,0.0096,0,0,0,0,0,-0.0136,0.0128,-0.0498,0,17.213117957788
"2781",8.4126,4.0359,4.0359,8.5712,12.8086,16.4762,16.7071,0.0877,0.1284,2.4957,0,0.3791,-0.1932,0.0607,0.0311,0.0782,0.0518,0.1272,0.1309,-0.0668,-0.0699,0,0.1213,0.1275,0.2198,0.2117,0.1764,0.2257,0.2563,0.1611,0.232,0.2013,0.1872,0.1501,0.1414,0.154,0,0,0,0,0,0.1447,0.0031,0.2586,0,56.3330999373821
"1786",0,NA,NA,NA,NA,NA,NA,-0.0082,0.1551,3.5316,0,0.0095,-1.997,0.2285,-0.374,1.4775,-1.268,-1.25,-1.25,0.0433,0.0433,-0.1738,-0.3728,0.9401,-0.1722,-0.1469,-0.0428,-0.2085,-0.1756,-0.2304,-0.4126,-0.4655,0,-0.1637,0.0646,0.0709,0,0.0369,0.0291,-0.2276,0,0.0294,-0.0805,0.0708,0,-72.2444204243903
"274",0,1.2648,2.0499,1.4467,18.162,-12.6716,-10.4673,0.0146,-0.122,0.3771,1.9553,0.0185,-0.2525,-0.3318,-0.8658,-0.8796,-0.8595,-0.8607,-0.8571,0.0048,4e-04,-0.2273,-4.4868,-0.9221,0.0525,0.0671,-0.0131,0,0,0,-0.119,0,-0.4032,0.1317,0.1026,0.1067,0.0796,0.2316,0.2856,0.1797,0.1845,0.0556,0.0094,0.907,0,21.1037177819879
"246",24.2407,1.4558,1.8331,1.5974,10.0726,11.1973,35.223,0.066,0.0409,0.6681,14.3934,0.0952,-2.0801,0.0201,0.0286,0.0202,0.0694,0.0544,0.0544,0.0193,0.0153,0.0302,-0.2217,-0.2925,0.0324,-0.0107,-0.0013,0.0209,-0.0778,-0.0279,0.0272,0,0.1114,0.054,0.0323,0.0345,0.0437,0.0282,0.0301,-0.1597,0.0249,0.1092,0.089,0.1221,0,-20.607840457042
"2978",7.6135,1.0807,1.1415,7.2452,16.7626,19.0282,21.9501,0.0778,0.1314,0.4888,0,0.0842,-0.3142,0.0523,0.0725,0.0725,0.0709,0.0777,0.0777,-0.0103,-0.0103,0.037,0.1277,0.0887,0.0356,0.0429,0.0528,0.039,0.2769,0.0849,0.0279,0.0839,0.047,0.0502,0.0462,0.0335,0,0.0313,0.0339,0,0,-0.0256,0.0651,-0.2464,0,3.11392561043175
"3755",0,NA,NA,NA,NA,NA,NA,-0.0391,-0.0118,0.2031,0,-0.1245,-3245.597,-0.4036,-1.4479,-1.6452,-1.6887,-1.6394,-1.6605,-0.1434,NA,0,-1.0186,0.4876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.3203,0,-0.0982,0.0485,0.0533,0,12.5411280336177
"424",12.9306,3.7666,0,1.5803,23.4697,14.1723,17.5918,-0.0199,0.0673,1.0613,0,-0.0598,-0.4794,0.3384,-0.1755,1.0231,0.3524,0.3704,0.3704,0.0248,0.0248,0,2.5269,4.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854,0,0.0067,0.3854,-0.2998,0,94.584828430435
"1712",16.4828,1.4371,0,1.1236,9.7328,14.5734,20.5237,0.0383,0.0607,0.6342,0,0.0533,-0.9569,0.0018,0.8284,0.8103,6.551,6.4815,6.3333,0.02,NA,0,-0.2994,-0.3621,0.1557,0.0964,0.0383,0.0912,-0.0737,-0.0803,0.0355,-0.1189,-0.1732,0.0867,0.0475,-0.0015,0,0,0,0.0182,0,0.0113,0.0373,-0.0246,0,-9.48028462084261
"1055",14.4282,2.0043,2.309,0.1659,3.9154,6.1594,12.3188,0.0676,0.0685,0.4157,7.3127,0.1335,-1.5989,-0.1443,3.6984,-0.48,1.4322,1.4643,1.4679,-0.0661,-0.0718,0.0968,-0.6678,-0.7835,0.1057,0.0546,0.0016,0.0707,-0.0703,-0.1546,0.2243,-0.1343,-0.2105,0.0747,0.0271,-0.0841,0,0.0813,0.0669,-0.4283,-0.0619,-0.1245,0.1397,-0.2495,0,-19.4386790975904
"1293",10.3246,1.969,0,7.2226,11.6042,17.6713,17.8391,0.0633,0.0978,1.7038,0,0.1268,-0.3108,0.0023,0.0244,-0.0697,-0.0121,0.1444,0.0462,-0.1395,-0.0555,0,-0.1648,-0.1674,0.1215,0.1803,0.1691,0.3384,0.1208,0.1002,0.7288,0.134,0.0748,0.3402,0.0409,0.0128,0,0,0,0.2376,0,-0.0318,-0.0345,-0.0233,0,-79.7928985053971
"3612",0,4.7575,5.002,0.7074,0,-8.0557,-7.272,-0.3261,-0.1254,0.1689,5.6481,-1.2843,-0.0462,-0.4575,0.1018,0.177,0.0861,0.1797,0.1797,0.1181,0.1181,0,0.3891,0.4304,0.0121,-0.1502,-0.2705,0,0,0,0,0,0,-0.1519,-0.3491,-0.4625,0,0,0,-0.3944,0.3602,-0.1475,-0.3915,0,-0.2888,-48.9296646230719
"1392",0,1.1464,1.3171,0.6561,5.6631,-10.0315,-6.1133,0.1495,-0.1814,0.1466,28.3388,0.1652,-0.203,0.262,0.6865,-0.1337,0.7575,0.6154,0.68,0.0798,0.0705,0,-151.9689,-12.6651,NA,NA,0.1763,NA,NA,0,NA,NA,0.0431,NA,NA,0.1726,NA,NA,0,0.6213,0.0773,0.3317,0.2383,0.023,0,-40.5940579101275
"2771",0,0.8988,0.8988,6.9556,66.8997,6.607,6.607,0.1207,-0.2405,0.7774,0,0.0829,0,0.2331,-0.0544,0.2321,-0.1379,0.0365,0.0365,0.1195,0.1195,-0.049,0.5443,0.5443,NA,NA,0.1349,NA,NA,0,NA,NA,-0.0321,NA,NA,-0.0047,NA,NA,0.1006,4.5819,0,0.2075,-0.1251,0.688,0,0.287791638647069
"452",0,1.2658,0,1.1584,9.2546,13.369,-9.4739,0.0184,-0.4396,4.2258,40.1703,0.023,-34.899,0.4549,0.3357,0.5049,-0.3475,-0.4605,-0.457,0.2045,0.1997,0,0.483,-6.2032,0.1743,0.0521,0.0807,0.1557,0.0403,0.0105,-0.0632,-0.2102,-0.2838,0.1071,0.1076,0.1042,0,0,0,0.4675,0.5013,0.602,0.0832,0.7895,0,-50.6968967195853
"952",0,NA,NA,NA,NA,NA,NA,-0.063,NA,0,0,-0.1252,-0.1431,-0.3569,-0.7255,-0.7493,-0.6366,-0.2889,-0.2889,0.0346,NA,0,-0.6879,-0.8101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.2169,0,-0.0708,-0.1005,0,0.2624,-12.6898052321964
"610",0,11.5629,11.5629,61.0628,0,-21.5544,-21.4953,-0.0559,-0.0442,0.3966,39.8477,-0.5975,-0.0016,-0.2174,-0.5867,-0.4901,-0.5009,-0.2364,-0.2364,0.2093,0.2093,0,-0.4531,-0.4582,0.2906,-0.3612,-0.2234,0,0,0,0,0,0,-0.02,-0.1256,0.5115,0,0,0,3.487,0,1.801,57.65,0,0.2349,-14.9917676855715
"1635",42.2311,NA,NA,NA,NA,NA,NA,-0.0584,0.1331,1.4054,0,-0.0907,-1.5903,-0.0269,-0.2717,-0.1659,-9.4362,-9.1667,-9.1667,NA,NA,0,0.3584,1.6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48.743,0,-0.1,NA,-0.2324,0,-9.1417910790916
"1230",0,NA,NA,NA,NA,NA,NA,0.0953,0.085,0.9468,9.3977,0.0986,-39974.4685,0.054,0.485,0.3846,0.5579,0.5579,0.5579,-0.0844,NA,0.4,-0.4865,-2.0487,0.0507,0.0575,0.2068,-0.0399,0.0439,-0.1988,0.0371,0.3701,0.1368,0.0896,0.1085,0.2138,0.2148,0.0747,0.1823,0.0649,0.0061,0.0379,0.0484,0.0824,-0.0221,10.4016962269775
"869",0,5.129,5.1813,3.4254,0,-30.5723,-24.2523,-0.024,-0.0355,0.1332,6.6391,-0.0878,-0.0368,0.166,0.6396,0.6362,0.5414,0.5385,0.5385,0.0139,0.0139,0,-2.3185,-2.8397,0.0285,-0.0509,-0.0171,0,0,0,0,0,0,-0.1002,-0.0827,-0.1506,0,0,0,0.6228,-0.1869,-0.0763,-0.0841,-0.0652,-0.2632,-38.0000019073486
"365",15.407,1.9627,2.0154,3.0643,14.1246,11.0743,14.1232,0.0457,0.0645,0,4.8453,0.0897,-0.1799,0.2837,0.2324,0.0445,0.2196,0.2105,0.2,0.0075,0.0231,0,2.8849,12.7716,0.0454,0.2136,0.1008,0,0,0,0.1238,0,0.0074,0.0968,0.1111,0.0876,-1,0,0,0.0791,0.1663,0.102,0.1149,-1,0.145,-35.0351328386738
"593",15.4894,4.4981,17.5536,2.802,12.859,14.4213,18.6267,0.0422,0.0646,1.1491,14.5446,0.1885,-1.2132,0.1969,0.189,0.1735,0.2321,0.2651,0.2547,-0.0249,NA,0,0.2061,0.149,0.0948,0.0924,0.0617,0.0682,0.1043,0.087,0.069,0.0923,0.0681,-0.0451,-0.0725,0.1046,0,0,0,0.1693,-0.0039,0.1457,0.0754,0.1637,0,25.8453319434491
"2855",28.9022,1.0802,1.3475,6.5424,14.5313,19.5167,21.6635,0.0609,0.0346,0.8413,0,0.0528,-0.129,0.4758,0.0028,0.0028,0.0175,-0.3469,-0.3436,0.9366,NA,4.5111,-0.4966,-0.5675,-0.0082,0,-0.0353,-0.1031,0,-0.3108,-0.06,0,-0.3821,-0.0012,0.036,0.0049,0.2129,1.0411,0,0,0,1.0276,0.1051,0.8742,0,22.7692522427894
"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.4901956201104
"59",0,3.6975,43.6212,0.8313,16.778,70.6568,-48.0412,0.0263,-0.0261,0.9778,11.8757,0.0968,-0.9825,0.1903,-0.0973,-0.0973,-0.1633,-0.2564,-0.2597,0.1319,0.1296,0,-0.0791,-12.5169,NA,0.2335,0.1406,NA,-0.0519,-0.2521,NA,0.0808,0.0966,NA,0,0.6444,NA,0,0,0.2681,0.1672,0.0604,-0.018,-0.0283,0,-26.9702268224992
"911",0,1.7451,1.7451,0,0,-1.0767,-1.0619,-0.4743,-0.3681,0,0,-0.7652,-31.9447,0,-1.5373,-1.54,-1.5373,0.178,0.178,2.0907,2.0907,0,-1.6817,-1.7144,NA,0,0,NA,0,0,NA,0,0,NA,-0.3928,0,NA,0,0,0,0,3.5263,0.7933,-1,3.0037,29.5608108108108
"2618",3.6115,NA,NA,NA,NA,NA,NA,0.0749,NA,1.1137,0,0.1422,-0.5065,0.02,0.1238,0.0802,0.1127,0.1131,0.1168,-0.0714,0.0603,-0.0062,-0.1186,-0.1226,0.0632,0.1001,0.1099,0,0.002,0.1923,0.0862,0.1907,0.125,0.1098,0.0716,0.1184,0.0958,0.0889,0.0452,0.7311,0,0.034,0.0168,0.333,0,-13.355786744158
"3657",0,2.6642,2.6642,1.5565,47.2586,-207.4775,-8.8935,-0.0147,-0.1065,0.0243,4.6466,-0.0429,-0.1416,0.0414,-1.8762,-2.7911,-2.4548,-2,-2,0.157,0.0805,0,-1.1596,-2.826,-0.1173,-0.0699,-0.0695,0,0,0,0,0,0,-0.1554,0.137,0.0717,0,0,0,0.0776,0.8767,0.2764,0.1604,24.6968,0.2944,217.977524628439
"3199",7.2136,NA,NA,NA,NA,NA,NA,0.107,NA,-0.5302,233.9676,-1.3858,-0.0568,-0.1131,-0.6625,1.7862,-0.7643,-0.7695,-0.7357,-0.0628,NA,-0.4068,0.6332,1.6553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2344,-0.3775,-0.0121,0.361,-0.9542,0,47.7580873777916
"1454",38.4066,3.2656,3.2656,3.575,9.5553,13.5484,47.3768,0.0526,0.0262,0.8717,48.2629,0.1724,-2.3846,0.0403,0.0301,0.0403,0.0338,0.0546,0.0492,-0.0177,-0.0167,0.0678,0.0233,-0.0506,0.0733,0.1048,0.0513,0.1152,0.1401,0.0119,0.2203,0.1465,0.0399,0.0777,0.0841,0.1261,0.2512,0.1655,0.1212,0.0732,0.0833,0.04,0.0831,0.0196,0,-25.9482364266888
"3717",0,NA,NA,NA,NA,NA,NA,-0.2137,NA,0.0012,12.3197,-0.0269,0,-0.8734,-1.0598,-1.122,-1.271,-1.2704,-1.2704,0.0124,0.0124,0,-8.7919,-8.9763,NA,-0.2083,-0.4966,NA,0,0,NA,0,0,NA,0.0539,0.0214,NA,0,0,0.1274,-0.9999,-0.1163,-0.0414,-0.9851,0,-47.2972999096265
"3763",8.6142,2.5542,2.5951,0.6187,20.1935,8.2132,14.5299,-0.3392,0.1135,1.8033,5.702,-0.8659,-0.4027,-0.2256,0.9711,1.0029,-0.5814,-0.5612,-0.5612,0.0119,0.0119,0,3.0982,1.5462,0.1368,0.0962,-0.0443,0,0.2172,-0.1188,0,0,0,0.1858,-0.0526,-0.2077,0,0,0,-0.2003,-0.065,-0.1792,-0.4624,-0.1472,0,-33.6048861145792
"1623",0,1.1989,0,1.3392,0,-10.246,-9.1685,-2.1778,-0.1406,0.5168,21.4612,-2.5957,-0.0267,-0.0567,-4.158,-4.7825,-16.8691,-13.25,-13.25,0.3225,0.3205,0,0.345,0.1843,0.1149,-0.0842,-0.1421,0,0,0,0,0,0,0.0093,0.1987,0.1003,0,0,0,-0.0239,0.0411,-0.5879,-0.7775,0.7494,0,-62.8260868015947
"931",0,15.9454,19.1567,0,0,-58.5574,-56.7294,-0.0188,-0.0166,0,0,-0.303,-0.2755,0,-0.3836,-0.3893,-0.3836,0,0,0.2509,0.2509,0,-0.6501,-0.7033,-1,0,0,0,0,0,0,0,0,0,0.1567,0.4559,0,0,0,0,0,2.0475,1.4924,0,0.1177,-53.0075187969925
"2530",8.6411,1.071,1.4199,5.6811,13.9743,12.0988,12.0988,0.0816,0.1163,1.28,0,0.0939,0,-0.0398,-0.0151,-0.0701,-0.0013,-0.0013,-0.0082,0.0019,0.0094,0.093,0.0054,0.0054,0.0405,-0.0405,0.0206,0.2049,-0.0359,-0.0285,0.0638,0.0797,0.1069,0.1222,0.0501,0.0902,-0.0062,0.1439,0.178,0,0,0.0777,0.0504,0.2304,0,7.28554463998598
"3663",21.9652,1.9797,26.8206,1.4986,11.9764,20.1097,25.4563,0.0392,0.0419,0.1772,0,0.076,-0.2255,0.2131,0.2255,0.1732,0.0808,0.0282,0.0448,0.0463,0.0424,0,-0.2736,-0.3084,0.1576,0.1609,0.1506,0.1672,0.0556,0.2766,0.1267,0.6894,0.2357,0.1429,0.0948,0.1026,0,0,0,0.4442,0,0.3058,0.1222,1.8421,0,-7.6591154593994
"1607",30.7538,5.8732,0,4.9963,19.4453,28.4693,35.2717,0.0293,0.0325,0.8756,0,0.1723,-1.0184,0.1345,0.039,0.0387,0.0484,0.0608,0.0646,-0.0113,-0.0133,0,0.1066,0.0897,0.1783,0.1671,0.1534,0.1509,0.1006,0.1382,0.1584,0.1315,0.1185,0.1483,0.1747,0.1675,0,0,0,0.1966,0,0.1248,0.095,0.1594,0,-8.38650939434407
"3069",2.6009,0.7292,0.744,1.6793,5.2623,3.4223,3.7049,0.1129,0.3845,0,0,0.0971,0.8879,-0.0345,0.0014,0.0014,-0.7696,-0.7724,-0.7846,0.0104,NA,0,-0.0868,-0.1248,-0.0012,0.1591,0.2247,0.0119,0.0129,-0.0061,-0.0235,0,0,-0.0104,-0.063,0.0935,-1,0,0,0,0,-0.1098,-0.1219,0,0,-9.26943750144212
"1732",0,NA,NA,NA,NA,NA,NA,-0.032,NA,1.0109,0,-0.0311,-9.04,1.0111,2.2742,1.2107,0.4893,0.7821,0.7821,1.3201,1.3201,0,2.6577,-24.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,0,0.612,-0.2075,0.5292,0,20.1447570683925
"1125",3.1905,NA,NA,NA,NA,NA,NA,0.0302,0.0213,0,153.6765,0.0955,-23.4272,0.0783,0.072,0.002,0.0755,0.0569,0.0585,-0.0056,-0.0069,0,0.3306,75.1837,NA,-0.0373,0.2821,NA,0.0059,0.4465,NA,0.0868,0.3672,NA,0.4831,0.11,NA,0,0,0.3725,-0.1396,0.1678,0.1019,0,0,27.7163435050129
"3085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4078640499444
"2712",42.5189,2.3068,2.3068,24.6983,52.7937,82.7961,91.9807,0.0154,0.0232,0.6902,0,0.0358,-0.0094,0.055,0.2003,0.2003,0.1775,0.2222,0.2222,-0.0095,-0.0072,0,-0.2649,-0.2703,NA,0.0866,0.1523,NA,-0.1745,-0.0846,NA,0.3576,0.9208,NA,0.012,0.0137,0,-0.2308,0,0,0,0.0474,-0.0076,0.4229,0,30.7990663593655
"3690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.6882831649066
"1848",83.3411,NA,NA,NA,NA,NA,NA,0.0222,NA,0.9172,501.3201,0.0139,-8.408,-0.0753,-0.0273,-0.1737,-0.8464,-0.8529,-0.8529,0.0019,0.001,0,-0.1808,-0.9585,NA,-0.0185,-0.0418,NA,-0.0442,-0.0691,NA,-0.3242,-0.1258,NA,0.055,0.0915,NA,-1,0,-0.6854,0,0.018,0.0947,0.0367,0,-40.7816549116964
